<Trait>	Trait_1_H2_0.25	Trait_2_H2_0.75	Rep
N197	-5.90471500000575	-1.9556828107057	1
N199	-0.175388922123648	-0.495624088549566	1
N200	-0.736004275490751	-2.29594527868248	1
N201	-2.50115918673813	0.0794849462291395	1
N209	-1.81158185388218	-0.757229999198221	1
N211	-1.16152928406939	0.00805698122235055	1
N215	-1.35150554050791	-1.95400921195042	1
N216	-0.807842330866771	-2.31755898219716	1
N217	0.130093741559942	-0.465806800184175	1
N218	4.90257055566184	-0.566202992624903	1
N28	-1.91018004299337	-1.50388875204812	1
N28E	5.45539584150103	1.79907578160837	1
N28Ht	0.925403071043237	-0.505691987934956	1
N501	-1.70206759958349	0.278148583626868	1
N523	-3.35218505116563	-2.10812215299907	1
N527	-2.80514451913809	-0.468737219485408	1
N534	-3.19064774034838	-0.783252440515736	1
N538	0.752099037787627	-0.512708369339115	1
N540	3.80409044068507	-1.11019731291477	1
N542	-3.72370030356107	-2.36555306174832	1
N545	-2.39610755849563	-0.71679379619178	1
N6	3.72304517157387	-2.28019296248055	1
N7A	1.14622045347589	0.433290270120723	1
NC13	0.624116497019108	-0.0530817591437278	1
NC230	-0.513232664590036	1.87842032286371	1
NC232	-2.16120745013111	-2.54970027897215	1
NC236	4.27249882908255	-0.0729140948283918	1
NC250	-1.34680164326061	-1.76026603083757	1
NC258	0.648903757467857	-0.733889948679549	1
NC260	-0.553335423178153	-0.693959831594304	1
NC262	0.767756407412831	0.353637474735486	1
NC264	-0.71596428286631	0.421029644396104	1
NC290A	-3.93705314373829	-1.60947830146697	1
NC294	-2.2178467773816	-1.28797535277609	1
NC298	1.23092607740198	1.04838723664821	1
NC302	3.67102892687669	0.922453030374603	1
NC304	6.24958925027812	2.8502929059268	1
NC306	-2.27347780486038	-0.875047531551265	1
NC310	-0.940334725028782	-0.335898068433391	1
NC314	-2.43998502875094	-0.436548179472778	1
NC318	4.05615390239328	2.85072057164068	1
NC324	0.0961348070575853	-0.602998155432692	1
NC326	1.98509251878385	-0.1337899357781	1
NC328	-2.60996862943605	-0.124917225403048	1
NC338	3.4222037916643	2.32874231859004	1
NC340	4.12164434476913	3.67059273393468	1
NC342	-4.66081444878163	-0.489682875558772	1
NC344	-1.09127531852339	-0.586255673588763	1
NC348	-0.181044159437764	1.60432000057065	1
NC350	2.7389195042264	0.45919623483388	1
NC356	5.49194381319596	2.77093037212421	1
NC358	-1.20330583630895	2.42480440840088	1
NC362	2.47403081851924	-0.335875806110353	1
NC364	-1.53331252527965	-0.300049664769216	1
NC368	1.31155644057369	-0.0535181717192665	1
NC412	1.06979292664948	1.63172663024382	1
NC472	-2.26734892303943	0.00823309212207601	1
ND1	-0.641037634742732	-0.766514646148546	1
ND101	2.19406204864271	-0.122656701125191	1
ND167	3.34832722490309	0.34960151463149	1
ND230	1.4770823028649	0.301106447531504	1
ND245	5.0751115063619	1.3120615816639	1
ND246	-1.82193595872969	1.01994281170522	1
ND247	-1.43143346197466	-0.721960255948023	1
ND249	-2.78236318509811	-1.56226199332799	1
ND251	-4.9472093593314	-2.71986499224829	1
ND259	-2.590885592287	1.23785795977899	1
ND260	-1.32459945882387	-0.647179959647201	1
ND262	3.9355997389712	-0.209594311699028	1
ND265	-3.5722051511454	-1.88490579579444	1
ND283	-2.16996293876543	0.996321460599479	1
ND287	2.06469810028226	0.21830928115391	1
NK740	-4.5779910208414	-2.56733975787373	1
NK792	-0.421669021962203	-0.418171965642252	1
NK794	0.354350813202887	-0.587162279773834	1
NK807	0.0971969404723708	-0.260547733733891	1
NK907	-0.657726520349055	2.31890101775703	1
NKBCC03	-4.07754192311379	-1.42408537888588	1
NKH8431	0.524147175446045	0.125860533771794	1
NKNP899	-1.24612596731991	1.34323092984618	1
NKNP901	-2.90115304344775	-1.06224496031291	1
NO._380	2.76748089288393	0.101396026004085	1
NORTH_7	0.659813377877247	0.618867892164916	1
NP87	2.17018662982846	2.24331402595449	1
NQ402	0.098154136608976	-2.6607164616842	1
NQ508	1.02859494392566	0.732933538350386	1
NS501	3.07466418272739	0.592369912039151	1
NS701	0.656721234773223	-0.474724984280475	1
NY_159_(Neveh_Yaar)	-1.25983416713325	1.46056691338229	1
NY_166_(Neveh_Yaar)	4.63645072779888	-1.63443650851784	1
NY6371	1.63410739809083	-0.383742829076883	1
Ny821	-2.79597571750342	-1.58302350949387	1
OC19	2.11540438342255	1.3856062947121	1
Oh1EP	-1.69975174269496	-2.98913148556444	1
Oh3167B	5.42655157117015	-0.249152537846004	1
Oh33	-3.51397267545308	-0.519432593893911	1
Oh40B	1.40839561258449	1.83600411962724	1
Oh43	0.601589070103205	1.0991007456569	1
Oh43E	-6.11641971171683	-2.28044138126704	1
Oh603	3.67773218180246	0.506588914408569	1
Oh7	2.86139189722338	-0.130300008873277	1
Oh7B	1.40171222054143	-0.525461007715448	1
OQ101	4.18470189769435	1.45853963475911	1
OQ403	-1.05979312604422	-1.73739988754958	1
OQ601	-1.97517779762725	-1.58316732731975	1
OQ603	-6.2537176662639	-3.01928103491187	1
Os420	1.27668661654677	-0.673805074666972	1
Os426	4.52455020357538	1.08056477206817	1
OS602	-4.88790236636539	-0.826075522652674	1
P39	1.32582518655804	1.5387082615782	1
Pa392	-2.79266768046128	-0.429507379723199	1
Pa405	-2.94353435617223	-3.17252839599957	1
Pa468	-3.99078799498386	-1.32996929331305	1
Pa762	-2.58997071182508	-3.72146866670272	1
Pa778	-3.7998180361109	-2.3550615626186	1
Pa880	2.20776950733284	2.26283826302607	1
Pa891	-3.61223256761373	-2.4336358147011	1
Pa91	2.10483699546956	1.10953388039243	1
PH207	0.205306648892436	-1.60265604030604	1
PH5HK	0.845508237705601	0.606231238526735	1
PHAA0	-4.40379489469329	-0.674653050891015	1
PHAW6	1.87440275617836	0.0593023412730286	1
PHB09	-2.11222012085921	-0.975777071262885	1
PHB47	-0.0553743051950902	-0.396644710346874	1
PHBA6	-1.24428877330625	-0.0428172932905003	1
PHBB3	-1.34607349164302	-1.11102733669427	1
PHBW8	-1.90934499154264	0.530332538160392	1
PHDD6	3.50925060308333	1.94261919313999	1
PHEG9	2.13904097145665	-2.77485231634805	1
PHEM7	-5.73114129414799	1.57955785680871	1
PHEM9	-2.29631649748244	0.416578307395415	1
PHEW7	0.248946152798304	0.398919155989964	1
PHFA5	-1.39229949946109	0.932599799114194	1
PHG29	-1.86744098318853	-1.70992365033377	1
PHG35	-4.91433216751004	-1.75233315989852	1
PHG39	1.84580141271792	1.02185063572946	1
PHG47	-1.08481116593102	2.8999120715725	1
PHG50	-6.03716921835908	-3.22962093858635	1
PHG71	-1.36887163834652	-3.00381900852213	1
PHG72	-0.0961670270658521	-1.47882142252953	1
PHG80	-0.692950904262094	-2.69200145179664	1
PHG83	-4.1721094395654	-0.609881788654494	1
PHG84	-4.52892378060832	-1.88170792123422	1
PHG86	1.62645882363188	0.149889299076886	1
PHGG7	-3.73855640747177	1.60803368258142	1
PHGV6	0.838304467017798	1.28945881789453	1
PHGW7	-1.26748758570737	-1.88981316295402	1
PHH93	-0.375003985155549	-2.60422571235182	1
PHHB4	-1.27010988080534	-0.673651564939103	1
PHHB9	-0.28248571723806	-1.62114131078955	1
PHHH9	-1.95254524587884	-0.988965910734443	1
PHJ31	-3.59837232078135	0.088176921623816	1
PHJ33	-1.6480325228897	-1.8586476988456	1
PHJ40	-3.39504934308501	-0.732939955116516	1
PHJ65	1.57457852344588	1.8049941516811	1
PHJ70	-1.08080762075339	-0.52822128513237	1
PHJ75	0.105328494432304	-0.762901492071806	1
PHJ89	3.25124250579901	1.14907478620288	1
PHJ90	-1.72095684503527	-3.03439806582063	1
PHJR5	-0.644926475336385	-0.538175331439224	1
PHK05	2.20864790402464	2.28997303189025	1
PHK29	1.65909413208173	-1.23072270905182	1
PHK35	2.79129688393583	1.485047804178	1
PHK42	-5.16510648382629	-0.899252153971968	1
PHK46	1.20175704642641	-0.0898852137731168	1
PHK56	-2.91009577313367	-0.763318015940715	1
PHK74	-3.19611883158103	-1.99200216524104	1
PHK76	-2.53021461387777	0.664978491687928	1
PHK93	4.43081628612307	0.0492979584162003	1
PHKE6	-4.64916994801416	-0.134697197404153	1
PHKM5	-0.348166982307763	2.66975585248899	1
PHM10	-3.11906792409481	-2.2827927819757	1
PHM49	0.114078642269955	0.374482149242583	1
PHM57	-1.30155751213712	-2.08386779600439	1
PHM81	0.498223442464591	-2.80219554034642	1
PHMK0	1.80437509267821	-2.47896921420229	1
PHN11	-1.85571920941369	-1.81987574102668	1
PHN18	0.0971208437902389	2.15669665422778	1
PHN34	-3.15611233054864	-0.217904460169948	1
PHN41	1.62313291345453	1.12046803848885	1
PHN46	-4.69404522042348	-2.36947830482032	1
PHN47	-1.09653007049107	-0.598249955015716	1
PHN66	2.99326392233167	2.04952490055403	1
PHN73	3.60592556379119	0.998503570580479	1
PHN82	-9.47169374411136	-1.54816824300873	1
PHP02	-3.54266489748091	-2.25387120996309	1
PHP38	0.66491710766893	0.144351362036137	1
PHP55	-1.86629936442591	0.262739589132412	1
PHP60	-1.68080900059958	1.21860947370672	1
PHP76	0.500876622763915	-1.75979217576424	1
PHP85	-2.19313010674882	-1.19556398426555	1
PHPR5	-2.63060985474481	0.535861029150345	1
PHR03	-5.44782963835242	-1.45558469155844	1
PHR25	-4.76622243292702	-0.876802956857423	1
PHR31	-3.16234556996696	-1.69902896675688	1
PHR32	-1.7146050688872	-0.189730224572208	1
PHR36	-1.45993758326442	-2.88596155189561	1
PHR55	-1.67162172571639	-1.3053389452185	1
PHR58	3.14368255097858	1.77292289330476	1
PHR61	-2.7091833404668	-0.265591120228855	1
PHR62	-4.06638243799797	-2.37099749024922	1
PHR63	-2.53454010157149	-2.14981762223034	1
PHRE1	-0.708947230170057	-0.267449052269005	1
PHT10	3.0706462014688	1.36138366240886	1
PHT11	-2.19761070934716	-1.28362147422296	1
PHT22	-2.95766598197341	-2.65474177473661	1
PHT47	2.42748071405262	1.36230652765896	1
PHT55	1.89397303786961	-0.0453063578950128	1
PHT60	-1.381918514403	0.314950881496477	1
PHT69	-4.9194985083503	-2.17755222447682	1
PHT73	-0.263242854814411	-1.43756057977202	1
PHT77	-2.06154781958715	-1.00926375855494	1
PHTD5	-4.56106084427067	-0.915302965945342	1
PHTE4	-2.02518541003329	-0.960762561930533	1
PHTM9	6.30840866371265	2.50601034169488	1
PHV07	2.3344890673471	-0.187301144331245	1
PHV37	-1.57768820525163	-1.72561247907047	1
PHV53	-1.83498374128069	-0.200903057843271	1
PHV57	-0.811626137715779	-3.11043037277942	1
PHV63	1.78586456783486	2.30775843374276	1
PHV78	-2.59577854940455	-2.56276092757622	1
PHVA9	-0.711215466883836	0.435738620254564	1
PHVJ4	-1.77943283813385	-0.344110282372793	1
PHW03	-4.82436521821469	-4.26163090101899	1
PHW06	-1.59070641074181	0.00648041477157779	1
PHW17	4.72437490824048	1.36710963058703	1
PHW20	0.271048354488673	-0.358489553423182	1
PHW30	0.953245473065413	-0.399533915235741	1
PHW43	-1.98316815288768	-1.83569983745297	1
PHW51	0.805343700332785	-0.280187255119961	1
PHW52	-0.327571064093825	-0.0848158481164798	1
PHW53	-2.13240719391222	-1.72494243289332	1
PHW65	-0.875411710320987	0.426838734516805	1
PHW79	1.9486101602476	-1.5845028967157	1
PHW80	-2.62741086082604	-0.21531593631872	1
PHW86	-2.82346637510469	-1.95575832482281	1
PHWG5	2.6034759749718	-0.794213467046923	1
PHWRZ	2.64034487123414	2.12132241318478	1
PHZ51	-5.90142616836501	-1.94339401599563	1
R101	-5.82147150058604	-1.32894078948623	1
R113	-2.14059495305914	-1.61583235987835	1
R134	1.03401359517051	-0.147193404754268	1
R168	2.57196016101474	-2.5112283251675	1
R177	-0.639837924791255	-1.05221364898945	1
R181B	4.48625010500296	1.80474247636774	1
R197	-0.275598328501064	0.946210390065646	1
R225	2.85383203075218	-0.787456463837202	1
R226	-0.16891757662093	0.529556514213363	1
R227	-0.870877138720852	-1.80955848656234	1
R229	-0.636849333206137	1.33680489346615	1
R30	3.20718985015427	1.41304352303151	1
R4	0.837765186125968	-0.238049507301288	1
R53	-2.67572654225051	-0.750739017514032	1
R71	-1.78916797216524	-2.30747137996429	1
R78	1.99081905591739	0.954491804673745	1
RS_710	3.46803184356963	0.759856785526528	1
S_56	-0.332804615351656	2.22783651767844	1
S8324	-5.65489126499167	-0.826812622700549	1
S8326	-5.95962111923455	-1.55389312394906	1
SD101	-1.92425175210686	-0.777095445705403	1
SD102	-3.65657005094191	-0.383242787220593	1
SD107	2.34168081358173	-1.27234299620462	1
SD15	-2.24086490531348	0.708703881244845	1
SD40	1.59316674216851	-0.0252519910989266	1
SD42	0.0763812021688768	-2.35095646444231	1
SD44	-0.524288796642975	-1.60216589958329	1
Seagull_Seventeen	-2.99085319595561	-1.14252829058461	1
Sg_1533	3.97024835344546	1.85623221643465	1
Sg_18	-1.15706527472313	-1.30221443597973	1
SG_30A	1.28701630610756	1.83908465565081	1
T141	1.96595360307486	-0.983012424082057	1
T146	-0.323415305789131	-2.3302029192869	1
T232	-3.82737156971609	-0.372605779329334	1
T234	0.825985154422823	1.2813687909151	1
T242	3.39366418953934	2.53514582490728	1
T8	3.79499177704278	0.124719594577778	1
T9	-4.80394678755193	2.67366744206727	1
Tr	4.95196886120873	3.41398697880968	1
Tr9-1-1-6	-0.508124228831768	1.24665036903245	1
Tx303	1.399084695432	0.0898950108859793	1
TZU-CHIAO-HSI-WU_105	-3.68726718430464	-2.91679869800918	1
U_123	2.99880664437101	1.82433055026872	1
U267Y	4.91034603531201	3.67558552156437	1
Va102	0.0256373969467575	1.35325182381318	1
Va14	-1.19407828311441	-1.11933369192905	1
Va17	-1.45606269496525	-1.75094910123097	1
Va22	-4.30325789873331	0.608704297391773	1
Va26	-0.138546467968914	0.836935887234663	1
Va35	1.98478383753141	-0.521550438153697	1
Va38	-0.259916808545167	0.0324986596295853	1
Va52	4.80515319654057	0.0852819455537948	1
Va59	-0.745903755729225	-0.1606689292152	1
Va85	0.272522306399965	-0.394711418164658	1
Va99	-0.256902967856539	0.78745830696902	1
VaW6	-2.76271904342726	-0.400316070480623	1
W10001_0003	-4.22533465533152	0.978456336219145	1
W10001_0007	-4.75735475806369	-2.01922557215702	1
W10001_0009	-1.10987522873801	-2.33606612873562	1
W10001_0010	0.184415527377397	0.261800060865673	1
W10001_0012	-0.600386480313025	-0.889366510581823	1
W10001_0016	-1.45250752150106	-3.63107678554469	1
W10001_0018	1.66582382095661	-2.12057371332738	1
W10001_0030	-2.90454232986977	-1.33146894198988	1
W10001_0031	1.42400101081256	-1.59258428026375	1
W10001_0040	-1.28357898109446	-1.66418057435206	1
W10002_0001	-3.73261333084895	-1.60767099523566	1
W10002_0004	0.86305990740707	-1.15673057055287	1
W117HT	-3.56758194428865	-1.00941335489193	1
W153R	-0.781987412185178	-0.291919566392615	1
W182B	-5.20790721662171	-0.421507431038593	1
W182BN	-1.01322073925857	0.256989359918918	1
W182E	-4.30841148486542	-3.08926355806001	1
W22	-0.805331248381813	-0.623872297573678	1
W23	-1.15740815258198	-3.55554233344133	1
W24	-5.81357211470189	-1.56737330271875	1
W32	1.24510774218304	-0.848883633683527	1
W37A	-0.295766081951314	0.0213124515523301	1
W552	0.0440559794534656	-2.34749886180622	1
W59E	1.64684502513167	-0.120100025111391	1
W601S	-1.41781054254884	-2.22396680747593	1
W602S	-4.46356786807856	-2.43653462112317	1
W603S	1.70772215957742	1.1505068212305	1
W604S	-3.82557461549665	-3.18771642962566	1
W605S	-5.56679763528135	-3.11534202397068	1
W64A	0.0289359963422546	-0.812648963561115	1
W703	-2.48090255709359	2.51460063148211	1
W7151	0.103026180132403	0.435438524836835	1
W802G	0.203572313666446	2.95371561246514	1
W803G	-0.465983027495992	3.11510291333221	1
W809G	-0.0656714803216305	-1.48689969970042	1
W810G	0.259740605956281	2.48941581802751	1
W811G	4.00266523643671	2.06946394238756	1
W812G	-0.960978117912605	-0.686886630847833	1
W813G	-0.0346116143387095	-0.442075699963191	1
W814G	-2.86532944490553	-1.04295346415503	1
W815G	-2.10390923013858	0.334205296028025	1
W816G	-0.565149459335745	1.47704163216824	1
W817G	-2.15397173885094	-1.30831741722861	1
W818G	3.73614165400478	2.41303014683688	1
W819G	0.433635636093225	-1.60048137759148	1
W820G	0.0377919177841424	-0.348022518733966	1
W821G	-2.07908910102796	-1.23807851072426	1
W8304	-2.73992638229099	-0.757763193430295	1
W85	-0.221958053460227	0.068337604117809	1
W8555	-1.63119914020947	-1.09342745749214	1
W9	-5.78309466705425	-1.11558372705005	1
WD	-0.0220848486597465	0.519959026886969	1
WD456	1.71366901106232	-0.440209655095687	1
Wf9	-5.04472662593586	-1.34863399531173	1
WIL500	-0.0840096218554229	0.769381460552395	1
WIL900	-1.6052288356573	0.0139619110380779	1
WIL901	-5.59220984672555	-0.451190540907709	1
WIL903	1.16769373014695	-0.45124137777004	1
WR3	-0.329771169145567	-0.36081516816683	1
WU-TAN-TZAO	-4.94423135479461	-1.7269928392485	1
WXB6	1.52658039622974	0.707353970552647	1
YANG	3.33800858219742	2.05343245465872	1
YE_4	-0.56843234196678	1.1587737590644	1
YE-CHI-HUNG	0.537655375511148	0.720329163470592	1
YELLOW_3-4	0.191662711472492	0.24513641477964	1
YING-55	-2.71217534494838	-2.26133214901243	1
Yong_28	-0.562328529690326	-0.440503591490603	1
Yu796_NS	0.769715899592889	0.285688083667828	1
ZS01250	2.28064691510622	-2.01113154535828	1
ZS1791	0.411337722413852	0.640981016680244	1
ZS635	2.1832251468431	0.589549371432646	1
764	-2.54148413117985	-0.13209935341911	2
779	0.922691546851801	2.38742308395191	2
787	-0.34236065489506	-1.25597255398635	2
790	-3.29112055287048	-2.04436673348146	2
793	-0.813188088574065	-0.797838791943625	2
904	-0.862571430725407	-1.07027904023428	2
911	3.44308708593031	-0.35462267785111	2
912	2.20781416399477	-2.09089918388339	2
1538	0.969527450269036	-1.98433132096095	2
2369	-1.6593711625702	-1.39634525619366	2
4226	0.81019781958172	-1.69308299026736	2
4722	7.11855874757091	1.67601606143319	2
11430	2.44715303448412	1.15524461785387	2
52220	-0.677591844805942	1.23914895079077	2
04033V	-1.06124877311157	1.13078981694046	2
07108Vbt	2.52274205421748	0.786336657177251	2
33-16	2.26713734070539	0.7479597413856	2
38-11	-1.90886273050878	-0.27254726992725	2
4554_INBRED	3.29221646036492	3.07094036747533	2
4578_INBRED	-3.05247547289326	-1.10719494286068	2
4F-234_BX_4	2.31069091778803	2.06010781744018	2
4F-306_108	2.23679829962993	1.16182178663663	2
4F-35_BK	2.55346709463246	0.0529907647565406	2
4F-403_JV_15	-0.441514248140432	0.766395538783375	2
4N506	3.60035353281049	2.43060873614544	2
80-2	0.501412607124392	1.25180398942005	2
A	0.716616263475654	0.628130411067286	2
A12	1.54828799559612	-0.739139425477648	2
A15	1.47627922879902	-0.999051677570945	2
A155	-1.52654693525377	-3.29008893118629	2
A171	-1.54561009853679	-1.61718627269603	2
A188	-0.53971441291751	-0.7764650541368	2
A208	-0.331115660923333	-0.556846675729544	2
A239	3.36852730165738	-0.84479432274794	2
A258	-3.02081057020691	-3.5191786074761	2
A305	3.43655465936966	0.139750935747667	2
A321	2.1694125723118	1.20230094231392	2
A322	-4.61042666784743	-2.12292850978383	2
A334	-1.2452471630575	0.443847858669979	2
A340	-6.6759991420542	-1.03494492391849	2
A344	-2.88122602287651	-2.07712344132223	2
A374	2.78891337317623	-1.16383679870207	2
A385	1.82826837972434	-3.88403195535008	2
A3G-3-3-1-313	-1.8405709968879	1.67200170295833	2
A401	-0.987964159983369	-2.53042228939771	2
A415-1-3_INBRED	0.484627798197739	-1.58960006131176	2
A427	0.192956029317366	-1.29069201658225	2
A441-5	-0.161059233499766	0.459886087191	2
A508	-1.94483067747149	0.353727109170131	2
A548	-2.4685325002697	-2.56484607588304	2
A554	-4.54304620644318	-2.92204830534094	2
A556	2.60624537726075	-3.45808748099556	2
A572	-0.18642407124645	-0.598627545963603	2
A619	-0.518884052478886	-0.650369270799354	2
A627	-2.76987710341006	-0.0125638882692645	2
A632	0.427898526365405	-0.00729793312665256	2
A634	-0.586416487676341	-0.828456201135955	2
A635	4.21791815127832	-0.0725270020041697	2
A641	1.08641588733904	0.593775116157829	2
A648	1.55704226009418	1.51846106612782	2
A649	-1.15258497594975	1.83004755231475	2
A651	0.60580026372086	1.69223310311484	2
A654	5.49074456598681	0.142001160322909	2
A659	6.11084726491126	3.06486418264969	2
A661	4.68851460041862	-1.94548631256136	2
A662	-2.16546362809569	-1.17133400309873	2
A663	-0.964647890237585	-0.149042408493494	2
A672	-2.99716628107718	-0.485200511989698	2
A673	-3.79829260955962	-0.00986279645989643	2
A674	2.7300134129948	1.86163425786666	2
A679	-0.424947006722038	-0.911592479594213	2
A680	-1.7089204256282	-0.0189247727900724	2
A682	-6.1734236495352	-2.01853086434461	2
A71	-1.46125937743378	-1.23305338249094	2
A73	1.32722637185727	1.67190365853855	2
A797NW	-2.40846265429808	-2.16579233974041	2
A96	3.48580107584206	1.38584782103921	2
AH83	1.44087225896983	0.307200750068815	2
AM0776	-5.67731370089847	-1.84610569254756	2
AR228	-2.2040028454716	1.49001147091755	2
AS5707	-2.75781708056753	-1.06936901826699	2
AS6103	1.54558797360535	0.0033386985487969	2
AusTRCF_306238	3.63389535672041	-0.248288445745804	2
B-18_INBR.FR.SUPERGOLD	5.3609210248296	0.323949601166045	2
B-28	-0.469149480554361	2.00003447051615	2
B10	0.474394375180123	0.061419751825972	2
B101	4.32528846222896	1.91432839122598	2
B104	-4.83999334719901	-2.37195026434974	2
B105	-2.38409223962238	-0.142715537679967	2
B106	1.52176726869942	-0.429289836295015	2
B107	2.01199275437047	0.130783985706788	2
B108	-2.16471627542559	-1.27129602379941	2
B109	-0.979922172669592	1.23933913690132	2
B110	-2.42926593178739	-1.78102011676017	2
B111	-2.51855440386443	-1.3227083333185	2
B112	1.7049739413304	-2.89022144158984	2
B113	-1.29033238622977	-0.471513239028791	2
B114	-0.569719622037997	-0.157094976538066	2
B115	-4.01476398960457	-0.858735323428776	2
B118	-2.02377493136459	-1.70175063187777	2
B119	-2.2812602422374	-1.74827377171084	2
B120	1.87301534370668	-1.45812256029531	2
B121	0.964229774427723	-0.0466876481766245	2
B14	2.27508980494488	0.505609615244422	2
B14A	-1.03587595864033	0.149690811871557	2
B164	0.34472180133591	0.304273241527948	2
B2	5.0999786534019	2.43338839863444	2
B37	-2.92407003968834	-0.978244524739129	2
B42	-3.33196378571174	-0.742573222160099	2
B46	-2.0431420907368	0.905729547465043	2
B52	2.11469791603354	0.438820831631576	2
B54	-0.832503901603435	0.135417485243934	2
B57	-0.631908809804907	-0.820596677391089	2
B64	-2.21954851374564	1.8038228513215	2
B65	-2.6468407558038	0.63477700671589	2
B66	0.902646954236128	-1.08067056409671	2
B68	-0.815888610161079	0.771070516428362	2
B7	6.26987630647367	0.714275660303346	2
B70	-3.92205381663864	-2.38755931844896	2
B73	-0.345268230793945	-0.526777090052249	2
B73Htrhm	-0.726371962210857	-0.116622687988503	2
B75	-4.2906360373869	1.09537147621468	2
B76	-0.842810503761091	-0.767131288745771	2
B77	1.70944798309875	0.704324525613325	2
B79	3.81018491732627	2.13706149396088	2
B8	1.68437113114151	-0.295967189869086	2
B84	-5.34959423556241	-0.614460474957086	2
B85	3.42211964590061	0.0572640558080123	2
B87	-1.28147367215133	0.726984822114531	2
B88	-2.24180322944941	-0.0102734822303751	2
B90	0.795738434541192	-2.80779869622223	2
B91	1.01923763536207	-0.785482915968839	2
B97	1.15977477525282	0.48875756550504	2
B98	-4.27550190681586	0.145630987582154	2
B99	-3.5994762553774	-1.4324755435327	2
Bei_10_=_North_10	0.263532155081572	0.171810715121125	2
BSSSC0_001	1.23162709597975	-1.45444600986287	2
BSSSC0_002	2.3338309238917	1.1624240123195	2
BSSSC0_003	2.98922373769149	-0.827866320550882	2
BSSSC0_005	2.34250194092175	-0.336036102086459	2
BSSSC0_006	1.85404011220775	-0.604436719971191	2
BSSSC0_007	-2.50990652675846	0.00103662358021084	2
BSSSC0_008	3.28450260498804	3.18039146256016	2
BSSSC0_009	2.63679124631084	-0.219092907633918	2
BSSSC0_012	-0.681986421248738	-1.55903804195048	2
BSSSC0_013	-0.617813609788469	-0.982082043006166	2
BSSSC0_014	-2.44231566566493	1.55341832101061	2
BSSSC0_015	-0.895420191081575	0.433670875823805	2
BSSSC0_016	-0.287093676901796	-0.170621978021237	2
BSSSC0_018	2.10772327986135	-0.881195690055996	2
BSSSC0_019	-3.00948005316493	1.6086642102827	2
BSSSC0_020	-0.581933104125217	-0.454008213725776	2
BSSSC0_021	1.08821002248485	-1.37839480350515	2
BSSSC0_022	-1.56133721457821	-1.15535828071227	2
BSSSC0_023	3.38418871313099	2.4370909247246	2
BSSSC0_024	-3.40044470773575	-0.15482753254483	2
BSSSC0_025	0.712395213323941	0.320670735106278	2
BSSSC0_026	1.05046394417366	-1.16468271021082	2
BSSSC0_028	-0.309944630076774	0.235717482704272	2
BSSSC0_029	-1.98663530329005	-2.21057666867754	2
BSSSC0_030	-1.0787812146306	-1.33693178865725	2
BSSSC0_031	-7.18373171507491	-1.87958964200941	2
BSSSC0_033	0.424432903281636	4.28149402062939	2
BSSSC0_034	-3.83186116403322	0.259290957459947	2
BSSSC0_035	2.66054969812577	-0.779889214275984	2
BSSSC0_036	2.32813322629665	1.85584496215095	2
BSSSC0_037	-0.0725372593751634	0.394288171772828	2
BSSSC0_038	-0.241007024170039	0.124910466330181	2
BSSSC0_039	-1.4885260538128	-1.66432752234126	2
BSSSC0_040	0.108285037285949	0.0616590230394647	2
BSSSC0_041	-0.622407452626613	0.411880019850784	2
BSSSC0_042	-3.43144536242176	0.760973940122286	2
BSSSC0_043	-0.14427009137561	-1.11819524797672	2
BSSSC0_044	-0.535602661049271	-1.40058299307004	2
BSSSC0_045	-1.10094541140815	1.48794718917195	2
BSSSC0_046	-2.22925891842859	0.661342559657849	2
BSSSC0_048	3.21076721154055	0.712092791636811	2
BSSSC0_049	-3.08729037981069	-0.883487288469136	2
BSSSC0_050	1.82448282209129	1.25189481393995	2
BSSSC0_051	-2.30906339887106	-0.477116832477487	2
BSSSC0_052	-1.0021652340745	-1.86013140253598	2
BSSSC0_053	-2.34223582321309	-0.662583497779585	2
BSSSC0_054	2.24558459657594	-1.24232070671967	2
BSSSC0_055	-2.4924710508631	-0.923377712744836	2
BSSSC0_056	3.17919058082544	-0.116766983829393	2
BSSSC0_057	-1.03261693709637	0.0907068936817652	2
BSSSC0_058	6.25286866602641	2.36486422940172	2
BSSSC0_060	-5.79969579665224	-4.08009617011995	2
BSSSC0_061	3.92275053289505	2.35745294495469	2
BSSSC0_062	2.85046333675371	-0.243038058687286	2
C102	0.902661317650204	-0.725565954165271	2
C103	-2.93887943152323	-1.93644624793848	2
C123	3.30987947571467	-0.382003219768861	2
C15	0.462929728046713	1.81650492284322	2
C42	1.17772378094714	2.23927428218974	2
C49A	0.315070604304919	0.612425293822061	2
C68	1.05585062407162	-0.530479516709431	2
CA-4	-1.80387159187277	-0.404803741364812	2
CG10	-0.241198684559049	-1.15516175650762	2
CG106	1.54750681188971	-0.486550409766517	2
CG108	0.140424144625614	0.301775028096503	2
CG65	-0.612533553972487	-0.601904518940839	2
CH157	0.529707132656352	0.669263683168937	2
CH701-30	-2.42789489684339	-3.65667269764804	2
CH711-10	2.97538919467077	-1.33074799168488	2
CH753-4	-1.82054111347867	0.67637630074775	2
CH9	-2.79905779803571	0.674964259874483	2
Chi-tan_120	-4.81457051059941	-2.02682855562138	2
CI_187-2	-4.80712177899117	1.19312853739665	2
CI_21E	4.33021568967843	2.10868272935606	2
